oee1;oee2;oee3;availability;performance;quality;capacity_utilization;oae;theoretical_run_rate;actual_run_rate;line_name;line_category;batch_number;order_number;start;stop;material_number;material_name;material_category_name;runrate_per_minute;planned_quantity;max_operating_time_min;actual_operating_time_min;actual_runtime_min;actual_runtime_total_product_min;actual_runtime_no_product_min;theoretical_runtime_min;theoretical_runtime_good_product_min;speed_losses_min;scrap_losses_min;total_quantity;good_quantity;rejects;target_quantity;tpm_min;planned_downtime_min;changeover_time_min;operational_downtime_min;planned_maintenance_min;cleaning_min;organizational_downtime_min;unplanned_downtime_min;equipment_breakdown_min;availability_of_materials_min;availability_of_operators_min;itot_fault_min;non_technical_breakdown_min;adjustment_min;non_commercial_and_strategic_activities_min;projects_min;test_and_validation_min;not_scheduled_time_min;unscheduled_time_min;uptime_min;line_status_duration_min;alarm_duration_min;alarm_count;line_status_count;upd_ts;site_oid;line_oid
0,682277153590301;0,682277153590301;NULL;0,709542588193762;0,971407638534424;0,989876119092234;1;0,689255090036906;200;194,281527706885;Abfüllanlage 4-E2G;NULL;84223599;NULL;2025-02-11 22:35:32.2930145;2025-02-12 03:14:16.4350128;07217773001;NULL;NULL;200;NULL;278,7357;278,7357;197,77485;197,77485;0;192,12;190,175;5,65485;1,945;38424;38035;0;39554,97;86,6157;NULL;NULL;NULL;NULL;NULL;NULL;80,96085;80,96085;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;197,77485;278,7357;0;0;172;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,616803978589799;0,616803978589799;NULL;0,634243095485841;0,977817509347131;0,994566000288106;1;0,62017400394858;200;195,563501869426;Abfüllanlage 4-E2G;NULL;88258299;NULL;2025-07-21 23:39:52.2330017;2025-07-22 16:27:16.8820037;09042628001;NULL;NULL;200;NULL;1007,410817;1007,410817;638,943355;638,943355;0;624,77;621,375;14,173355;3,395;124954;124275;0;127788,671;378,8447;3,796117;NULL;NULL;NULL;NULL;NULL;364,671345;364,671345;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;638,943355;1007,410817;0;0;1118;2025-07-22 23:04:01.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,673801911641571;0,673801911641571;NULL;0,674302233931388;1,00855512493488;0,990781753101352;1;0,680070973786539;200;201,711024986976;Abfüllanlage 4-E2G;NULL;88820899;NULL;2025-12-01 00:56:45.2850036;2025-12-01 15:56:24.6510009;07250924001;NULL;NULL;200;NULL;899,6561;899,6561;606,640118;606,640118;0;611,83;606,19;-5,189882;5,64;122366;121238;0;121328,0236;151,317815;136,508285;NULL;NULL;NULL;NULL;NULL;156,507697;156,507697;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;606,640118;899,6561;0;0;388;2025-12-02 21:58:46.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,026691204864546;0,0332107114866371;NULL;0,224906680239505;0,374360467534628;0,394444444444444;0,803692654259626;0,0841961699661223;200;74,8720935069257;Abfüllanlage 4-E2G;NULL;12345678;NULL;2025-07-17 16:15:00.9220123;2025-07-17 16:54:54.9690093;17072025001;NULL;NULL;200;NULL;39,900784;32,067967;7,2123;7,2123;0;2,7;1,065;4,5123;1,635;540;213;0;1442,46;29,367967;NULL;NULL;NULL;NULL;NULL;NULL;24,855667;24,855667;NULL;NULL;NULL;NULL;NULL;7,832817;NULL;NULL;NULL;NULL;7,2123;39,900784;0;0;32;2025-07-18 11:54:42.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,0747316440513606;0,0747316440513606;NULL;0,235566913997757;0,375686614734498;0,84443168771527;1;0,08849933646327;200;75,1373229468996;Abfüllanlage 4-E2G;NULL;86335899;NULL;2025-03-07 09:10:02.7180023;2025-03-07 10:48:27.8470001;09689516001;NULL;NULL;200;NULL;98,418817;98,418817;23,184217;23,184217;0;8,71;7,355;14,474217;1,355;1742;1471;0;4636,8434;89,708817;NULL;NULL;NULL;NULL;NULL;NULL;75,2346;75,2346;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23,184217;98,418817;0;0;24;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,519419695695874;0,519419695695874;NULL;0,583982498835329;0,897494466468127;0,991030000755687;1;0,524121061218937;200;179,498893293625;Abfüllanlage 4-E2G;NULL;84407599;NULL;2025-02-18 10:26:26.3010101;2025-02-19 07:28:50.2520141;08481172001;NULL;NULL;200;NULL;1262,399184;1262,399184;737,21903;737,21903;0;661,65;655,715;75,56903;5,935;132330;131143;0;147443,806;600,749184;NULL;NULL;NULL;NULL;NULL;NULL;525,180154;525,180154;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;737,21903;1262,399184;0;0;878;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,0832481955953605;0,0832481955953605;NULL;0,259721045546338;0,331598593020913;0,966618287373004;1;0,0861231332810861;200;66,3197186041826;Abfüllanlage 4-E2G;NULL;12345678;NULL;2026-03-24 10:56:03.8220062;2026-03-24 11:36:03.8740081;24032026001;NULL;NULL;200;NULL;40,000867;40,000867;10,389067;10,389067;0;3,445;3,33;6,944067;0,115;689;666;0;2077,8134;24,321667;3,919633;NULL;NULL;NULL;NULL;NULL;25,692167;17,3776;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10,389067;40,000867;0;0;18;2026-03-24 19:01:12.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,249334404062885;0,249334404062885;NULL;0,388941062256747;0,688291057033867;0,931378665003119;1;0,267704654864571;200;137,658211406773;Abfüllanlage 4-E2G;NULL;84103599;NULL;2025-02-27 09:46:14.0490112;2025-02-27 11:16:03.1970062;11968297001;NULL;NULL;200;NULL;89,819133;89,819133;34,934349;34,934349;0;24,045;22,395;10,889349;1,65;4809;4479;0;6986,8698;65,774133;NULL;NULL;NULL;NULL;NULL;NULL;54,884784;54,884784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;34,934349;89,819133;0;0;142;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,396907895743412;0,396907895743412;NULL;0,521084896313126;0,795420345466559;0,957600927177902;1;0,414481528242793;200;159,084069093312;Abfüllanlage 4-E2G;NULL;85047499;NULL;2025-01-24 17:56:05.5980072;2025-01-24 20:00:59.7800140;07230150001;NULL;NULL;200;NULL;124,903033;124,903033;65,085084;65,085084;0;51,77;49,575;13,315084;2,195;10354;9915;0;13017,0168;73,133033;NULL;NULL;NULL;NULL;NULL;NULL;59,817949;59,817949;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;65,085084;124,903033;0;0;200;2025-04-10 07:44:25.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,567748638075498;0,567748638075498;NULL;0,599287484087381;0,950559379034352;0,996647638537347;1;0,56965833873716;200;190,11187580687;Abfüllanlage 4-E2G;NULL;87589599;NULL;2025-04-02 13:43:40.3300018;2025-04-03 00:35:36.4080047;07374062001;NULL;NULL;200;NULL;651,934633;651,934633;390,696266;390,696266;0;371,38;370,135;19,316266;1,245;74276;74027;0;78139,2532;280,554633;NULL;NULL;NULL;NULL;NULL;NULL;261,238367;261,238367;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;390,696266;651,934633;0;0;552;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,317027162723868;0,317027162723868;NULL;0,471037288052874;0,692516483790815;0,971876477075784;1;0,326201086456738;200;138,503296758163;Abfüllanlage 4-E2G;NULL;86784799;NULL;2025-01-23 18:40:05.0080108;2025-01-23 21:54:39.4020080;07240643001;NULL;NULL;200;NULL;194,573233;194,573233;91,651248;91,651248;0;63,47;61,685;28,181248;1,785;12694;12337;0;18330,2496;131,103233;NULL;NULL;NULL;NULL;NULL;NULL;102,921985;102,921985;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91,651248;194,573233;0;0;348;2025-04-10 07:44:25.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,00081659012257079;0,00081659012257079;NULL;0,765408295163359;0,0128024239255966;0,0833333333333333;1;0,00979908147084948;200;2,56048478511932;Abfüllanlage 4-E2G;NULL;91808799;NULL;2025-08-06 22:10:17.4090118;2025-08-06 22:59:16.4600067;07240546001;NULL;NULL;200;NULL;48,984183;48,984183;37,4929;37,4929;0;0,48;0,04;37,0129;0,44;96;8;0;7498,58;48,42985;0,074333;NULL;NULL;NULL;NULL;NULL;11,41695;11,41695;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;37,4929;48,984183;0;0;9;2025-08-07 23:28:24.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,0943298255008693;0,0943298255008693;NULL;0,204584846556465;0,463505972523196;0,994764397905759;1;0,0948262982666634;200;92,7011945046392;Abfüllanlage 4-E2G;NULL;12121212;NULL;2025-02-24 15:24:57.7670135;2025-02-24 16:45:31.8690032;12121212111;NULL;NULL;200;NULL;80,568367;80,568367;16,483067;16,483067;0;7,64;7,6;8,843067;0,04;1528;1520;0;3296,6134;72,928367;NULL;NULL;NULL;NULL;NULL;NULL;64,0853;64,0853;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16,483067;80,568367;0;0;62;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,0362351417161804;0,0362351417161804;NULL;0,0829891753356517;0,505690500221573;0,863423212192263;1;0,0419668375884615;200;101,138100044315;Abfüllanlage 4-E2G;NULL;86736199;NULL;2025-03-26 07:19:52.0980072;2025-03-26 14:06:22.7850036;12237555001;NULL;NULL;200;NULL;406,51145;406,51145;33,73605;33,73605;0;17,06;14,73;16,67605;2,33;3412;2946;0;6747,21;389,45145;NULL;NULL;NULL;NULL;NULL;NULL;372,7754;372,7754;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;33,73605;406,51145;0;0;172;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,350816031450817;0,350816031450817;NULL;0,643042293910577;0,581577688685267;0,938063323318697;1;0,373979051019386;200;116,315537737053;Abfüllanlage 4-E2G;NULL;93276599;NULL;2026-01-15 21:00:32.2590026;2026-01-15 21:58:23.3090057;07233973001;NULL;NULL;200;NULL;57,850834;57,850834;37,200533;37,200533;0;21,635;20,295;15,565533;1,34;4327;4059;0;7440,1066;34,49065;1,725184;NULL;NULL;NULL;NULL;NULL;18,925117;18,925117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;37,200533;57,850834;0;0;42;2026-01-16 02:24:22.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,0455371925686953;0,0503808348580912;NULL;0,418440077727189;0,131248538876997;0,917355371900827;0,903859427835226;0,0549196488092705;200;26,2497077753994;Abfüllanlage 4-E2G;NULL;18022026;NULL;2026-02-18 13:00:59.2750091;2026-02-18 14:38:29.4380035;18022026111;NULL;NULL;200;NULL;97,502717;88,12875;36,876601;36,876601;0;4,84;4,44;32,036601;0,4;968;888;0;7375,3202;60,872083;22,416667;NULL;NULL;NULL;NULL;NULL;28,835482;28,835482;NULL;NULL;NULL;NULL;NULL;9,373967;NULL;9,373967;NULL;NULL;36,876601;97,502717;0;0;66;2026-03-03 15:33:31.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,507028661678856;0,507028661678856;NULL;0,623725664784315;0,850683486446166;0,955588452997779;1;0,530593123104674;200;170,136697289233;Abfüllanlage 4-E2G;NULL;89927099;NULL;2025-10-15 00:53:29.8730010;2025-10-15 02:22:36.9080047;07233264001;NULL;NULL;200;NULL;89,11725;89,11725;55,584716;55,584716;0;47,285;45,185;8,299716;2,1;9457;9037;0;11116,9432;33,198333;8,633917;NULL;NULL;NULL;NULL;NULL;24,898617;24,898617;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;55,584716;89,11725;0;0;118;2025-10-15 16:49:45.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,125617548586189;0,602838241912391;NULL;0,711573335834388;0,868258593250893;0,975735348206686;0,20837687434641;0,617829663566411;200;173,651718650179;Abfüllanlage 4-E2G;NULL;96313499;NULL;2026-03-20 09:49:47.5750122;2026-03-22 23:25:32.0710144;07240643001;NULL;NULL;200;NULL;3695,7416;770,107083;547,987666;547,987666;0;475,795;464,25;72,192666;11,545;95159;92850;0;109597,5332;294,312083;NULL;NULL;NULL;NULL;NULL;NULL;222,119417;222,119417;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2925,634517;547,987666;3695,7416;0;0;736;2026-03-23 09:00:09.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,00251137131272322;0,00251137131272322;NULL;0,0603637525145596;0,106610154617227;0,390243902439024;1;0,00643538898885324;200;21,3220309234455;Abfüllanlage 4-E2G;NULL;87021099;NULL;2025-02-17 08:05:00.8370056;2025-02-17 12:19:51.2880096;07233353001;NULL;NULL;200;NULL;254,84085;254,84085;15,38315;15,38315;0;1,64;0,64;13,74315;1;328;128;0;3076,63;253,20085;NULL;NULL;NULL;NULL;NULL;NULL;239,4577;239,4577;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;15,38315;254,84085;0;0;26;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,102279095120577;0,102279095120577;NULL;0,450953170434093;0,257235549777306;0,881707317073171;1;0,116001186720433;200;51,4471099554612;Abfüllanlage 4-E2G;NULL;92255199;NULL;2025-10-20 01:38:35.1600036;2025-10-20 02:13:55.8280029;09345736001;NULL;NULL;200;NULL;35,344466;35,344466;15,938699;15,938699;0;4,1;3,615;11,838699;0,485;820;723;0;3187,7398;31,230666;0,0138;NULL;NULL;NULL;NULL;NULL;19,391967;19,391967;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;15,938699;35,344466;0;0;42;2025-10-20 07:26:22.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Abfüllanlage 4-E2G;NULL;25941987;NULL;2026-01-29 15:24:14.7960052;2026-01-29 21:13:34.3580017;29012036987;NULL;NULL;200;NULL;349,326033;NULL;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;349,326033;NULL;349,326033;0;0;1;2026-03-03 15:14:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,692981590932967;0,692981590932967;NULL;0,716402888215201;0,974751011541332;0,992363255403617;1;0,698314439958899;200;194,950202308266;Abfüllanlage 4-E2G;NULL;86686399;NULL;2025-07-01 20:14:51.7640075;2025-07-02 13:33:42.4240112;09108980001;NULL;NULL;200;NULL;1038,844335;1038,844335;744,231082;744,231082;0;725,44;719,9;18,791082;5,54;145088;143980;0;148846,2164;245,433734;67,970601;NULL;NULL;NULL;NULL;NULL;226,642652;226,642652;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;744,231082;1038,844335;0;0;652;2025-07-03 06:53:49.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Abfüllanlage 4-E2G;NULL;62023030;NULL;2026-03-03 09:32:23.9340057;2026-03-03 15:04:08.7290039;12345678910;NULL;NULL;200;NULL;331,746583;NULL;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;331,746583;NULL;NULL;NULL;NULL;NULL;331,746583;0;0;1;2026-03-04 21:49:28.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,00959718863794915;0,00959718863794915;NULL;0,082909840722898;0,161574014499797;0,716417910447761;1;0,0133960758071374;200;32,3148028999594;Abfüllanlage 4-E2G;NULL;52021028;NULL;2025-01-28 16:14:46.0830078;2025-01-28 18:19:48.2800140;12345678910;NULL;NULL;200;NULL;125,036617;125,036617;10,366766;10,366766;0;1,675;1,2;8,691766;0,475;335;240;0;2073,3532;123,361617;NULL;NULL;NULL;NULL;NULL;NULL;114,669851;114,669851;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10,366766;125,036617;0;0;63;2025-04-10 07:44:25.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,340092875931303;0,340092875931303;NULL;0,505153707898788;0,704572452215307;0,955538809344386;1;0,355917386719904;200;140,914490443061;Abfüllanlage 4-E2G;NULL;86722399;NULL;2025-04-18 15:38:57.7970123;2025-04-18 16:16:14.8330078;08692394001;NULL;NULL;200;NULL;37,283933;37,283933;18,834117;18,834117;0;13,27;12,68;5,564117;0,59;2654;2536;0;3766,8234;24,013933;NULL;NULL;NULL;NULL;NULL;NULL;18,449816;18,449816;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;18,834117;37,283933;0;0;42;2025-04-23 15:51:35.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
0,474262528004561;0,474262528004561;NULL;0,510938978637104;0,946814447672491;0,980358458138964;1;0,483764406852636;200;189,362889534498;Abfüllanlage 4-E2G;NULL;86736399;NULL;2025-03-27 03:40:25.0560150;2025-03-27 06:28:48.3210144;12237563001;NULL;NULL;200;NULL;168,38775;168,38775;86,035865;86,035865;0;81,46;79,86;4,575865;1,6;16292;15972;0;17207,173;86,92775;NULL;NULL;NULL;NULL;NULL;NULL;82,351885;82,351885;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;86,035865;168,38775;0;0;321;2025-04-10 07:47:21.000;F07AFA54-6864-41C7-8CF0-F4F92F7B7C4F;C8EB00B5-3D04-47E8-9B32-96D06816C51C
